customerID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,Churn,AgeGroup
9651-GTSAQ,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),53,106.1,4471,3,Yes,Middle Age (30–59)
3186-BAXNB,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,1,91.7,4319,3,Yes,Under 30
4672-FOTSD,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,12,67.25,4334,3,No,Middle Age (30–59)
0637-YLETY,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),16,95.6,5915,1,Yes,Middle Age (30–59)
9818-XQCUV,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2,20.35,5994,3,No,Middle Age (30–59)
7338-ERIVA,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),39,45.05,4003,3,No,Middle Age (30–59)
1157-BQCUW,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,74.95,2591,1,Yes,Middle Age (30–59)
8259-NFJTV,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,7,34.65,5996,3,No,Middle Age (30–59)
3223-DWFIO,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,4,69.35,4140,3,No,Senior (≥ 60)
2660-EMUBI,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,10,95.35,5353,1,Yes,Senior (≥ 60)
6968-GMKPR,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,55,81.55,5167,3,No,Middle Age (30–59)
4751-ERMAN,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,75.4,4171,3,No,Middle Age (30–59)
1436-ZMJAN,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),10,67.8,2709,5,No,Middle Age (30–59)
3292-PBZEJ,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,11,111.4,3175,3,No,Senior (≥ 60)
0799-DDIHE,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,15,46.3,3103,5,No,Under 30
3070-FNFZQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23,20.4,4698,4,No,Middle Age (30–59)
2812-SFXMJ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.05,4221,3,No,Middle Age (30–59)
7675-OZCZG,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,3,45.0,4145,3,Yes,Senior (≥ 60)
5014-WUQMG,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,47,96.1,5793,3,No,Under 30
5312-TSZVC,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,15,19.65,4818,5,No,Middle Age (30–59)
2003-CKLOR,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,66,99.5,4001,2,Yes,Middle Age (30–59)
0993-OSGPT,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),68,60.65,6418,5,No,Senior (≥ 60)
9254-RBFON,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),17,98.6,5160,2,Yes,Middle Age (30–59)
1205-WNWPJ,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,7,59.5,4661,3,Yes,Middle Age (30–59)
9391-EOYLI,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,12,80.45,5374,2,Yes,Senior (≥ 60)
7108-DGVUU,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),21,71.7,2784,5,No,Senior (≥ 60)
2782-JEEBU,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,21,36.0,3378,4,No,Middle Age (30–59)
5127-BZENZ,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),56,65.2,4775,3,No,Middle Age (30–59)
2720-FVBQP,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),6,48.95,3061,3,No,Under 30
9906-NHHVC,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),65,53.5,5693,3,No,Senior (≥ 60)
4522-XRWWI,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),42,80.45,4397,3,No,Middle Age (30–59)
3766-EJLFL,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),68,109.05,6391,4,No,Middle Age (30–59)
5939-SXWHM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),48,26.3,2111,3,No,Middle Age (30–59)
8152-UOBNY,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,50,106.8,5746,3,No,Senior (≥ 60)
7351-KYHQH,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,7,64.95,4615,4,No,Senior (≥ 60)
7643-RCHXS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,63,19.35,4566,4,No,Middle Age (30–59)
8246-SHFGA,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),17,21.1,2842,3,No,Under 30
8387-MOJJT,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),42,77.95,5396,1,Yes,Middle Age (30–59)
0620-XEFWH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4,18.85,5279,4,No,Middle Age (30–59)
6485-QXWWE,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),62,26.0,4535,3,No,Middle Age (30–59)
2761-OCIAX,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2,74.7,2803,2,Yes,Senior (≥ 60)
7321-VGNKU,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,70.35,4917,3,No,Middle Age (30–59)
5327-CNLUQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),48,96.9,2613,4,No,Middle Age (30–59)
7552-KEYGT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27,19.55,4430,4,No,Middle Age (30–59)
5816-JMLGY,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),70,80.4,6367,5,No,Under 30
3068-OMWZA,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,88.8,3106,1,Yes,Senior (≥ 60)
2927-QRRQV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,46,94.65,4120,4,No,Middle Age (30–59)
6032-KRXXO,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,30,90.25,5654,2,Yes,Middle Age (30–59)
7459-RRWQZ,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),15,64.65,4780,1,Yes,Middle Age (30–59)
6265-SXWBU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),69,95.75,5561,4,No,Middle Age (30–59)
7941-RCJOW,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),65,19.55,4309,5,No,Middle Age (30–59)
6374-NTQLP,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,104.1,5092,3,No,Senior (≥ 60)
4154-AQUGT,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),13,89.05,3861,1,Yes,Senior (≥ 60)
2387-KDZQY,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,17,20.1,2185,4,No,Middle Age (30–59)
3584-WKTTW,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,51,111.55,4053,4,No,Under 30
3399-BMLVW,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),51,60.5,4994,3,No,Middle Age (30–59)
1971-DTCZB,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,90.95,6091,3,No,Middle Age (30–59)
3092-IGHWF,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,67,87.4,4421,2,Yes,Middle Age (30–59)
3374-PZLXD,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34,19.7,4136,3,No,Middle Age (30–59)
3813-DHBBB,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),67,50.95,6395,3,No,Middle Age (30–59)
2812-REYAT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49,20.05,5579,5,No,Middle Age (30–59)
6518-PPLMZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,53,19.4,4497,3,No,Middle Age (30–59)
4939-KYYPY,No,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,27,59.45,4818,4,No,Middle Age (30–59)
8017-LXHFA,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,23,94.75,2740,2,Yes,Senior (≥ 60)
5930-GBIWP,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),69,81.5,5286,4,No,Middle Age (30–59)
6022-KOUQO,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),2,29.05,4998,4,No,Middle Age (30–59)
6352-TWCAU,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35,86.45,5874,1,Yes,Middle Age (30–59)
2361-UPSND,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,46,70.6,5433,3,No,Middle Age (30–59)
6035-RIIOM,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54,97.2,4971,5,No,Middle Age (30–59)
2929-QNSRW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56,98.25,4886,1,Yes,Under 30
1262-OPMFY,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),9,75.75,5105,3,Yes,Middle Age (30–59)
9504-DSHWM,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),20,59.2,5924,3,No,Middle Age (30–59)
5035-BVCXS,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,11,75.9,4278,4,No,Under 30
6267-DCFFZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,30,90.05,3792,5,No,Senior (≥ 60)
3533-UVMOM,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),68,70.95,5036,3,No,Middle Age (30–59)
2439-LYPMQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,38,102.6,5469,4,No,Senior (≥ 60)
4248-QPAVC,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),17,85.35,3209,1,Yes,Senior (≥ 60)
1899-VXWXM,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),48,106.1,5898,1,Yes,Middle Age (30–59)
1478-VPOAD,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,43.8,4633,5,No,Middle Age (30–59)
9995-HOTOH,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,63,59.0,5639,3,No,Middle Age (30–59)
2988-PLAHS,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,3,69.95,2754,5,No,Middle Age (30–59)
1371-OJCEK,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),48,24.35,4200,5,No,Under 30
4999-IEZLT,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),66,29.45,5112,3,No,Middle Age (30–59)
8883-ANODQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),68,84.4,5045,5,No,Middle Age (30–59)
4690-LLKUA,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,17,45.05,3797,1,Yes,Senior (≥ 60)
2351-RRBUE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,7,20.65,3575,4,No,Under 30
5980-BDHPY,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,87.1,5993,3,No,Middle Age (30–59)
1498-DQNRX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29,19.85,2712,4,No,Middle Age (30–59)
9469-WEJBT,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,37,90.35,3347,3,No,Middle Age (30–59)
3331-HQDTW,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,34,109.8,3410,1,Yes,Under 30
9490-DFPMD,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,42,84.65,4871,2,Yes,Senior (≥ 60)
2581-VKIRT,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59,65.5,5631,3,No,Middle Age (30–59)
5442-XSDCW,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),11,79.5,3469,1,Yes,Middle Age (30–59)
7426-WEIJX,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,60,80.95,6214,4,No,Senior (≥ 60)
2851-MMUTZ,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,27,56.15,3056,3,No,Under 30
3049-NDXFL,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,1,85.8,2850,3,Yes,Middle Age (30–59)
8580-AECUZ,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,79.1,5001,3,Yes,Senior (≥ 60)
3307-TLCUD,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,17,34.4,4207,3,No,Middle Age (30–59)
6625-FLENO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,58,20.75,4927,5,No,Middle Age (30–59)
2967-MXRAV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1,18.8,5160,3,No,Under 30
7963-GQRMY,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3,44.3,4903,2,Yes,Under 30
8189-HBVRW,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,53,90.8,5249,3,No,Middle Age (30–59)
4163-KIUHY,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35,25.6,2980,4,No,Under 30
1228-FZFRV,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50,105.95,5536,1,Yes,Middle Age (30–59)
3500-NSDOA,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),68,70.8,5540,4,No,Middle Age (30–59)
1171-TYKUR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47,25.4,3159,3,No,Under 30
3761-FLYZI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65,108.8,5225,5,No,Senior (≥ 60)
2058-DCJBE,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5,69.75,3965,1,Yes,Middle Age (30–59)
5364-XYIRR,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,51,94.65,4747,1,Yes,Middle Age (30–59)
4829-AUOAX,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46,96.05,2712,2,Yes,Middle Age (30–59)
1219-NNDDO,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,9,76.85,4834,5,No,Middle Age (30–59)
8388-DMKAE,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,8,20.25,2653,5,No,Middle Age (30–59)
4403-BWPAY,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),14,24.8,4527,4,No,Middle Age (30–59)
9659-QEQSY,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,45,115.65,3974,3,No,Under 30
5405-ZMYXQ,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),8,74.6,2142,5,No,Under 30
5047-LHVLY,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1,50.15,3438,2,Yes,Senior (≥ 60)
1442-OKRJE,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),66,103.15,4663,4,No,Middle Age (30–59)
4737-AQCPU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72,72.1,4658,3,No,Middle Age (30–59)
9158-VCTQB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41,113.6,4963,1,Yes,Middle Age (30–59)
2808-CHTDM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23,25.1,2267,5,No,Middle Age (30–59)
6311-UEUME,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,29,78.9,3249,2,Yes,Middle Age (30–59)
0793-TWELN,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,80.15,2841,3,No,Under 30
3283-WCWXT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,6,25.4,2882,3,No,Middle Age (30–59)
1060-ENTOF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),67,105.4,5703,4,No,Senior (≥ 60)
0999-QXNSA,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,45.75,3779,4,No,Senior (≥ 60)
5451-MHQOF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,56,24.45,5623,3,No,Middle Age (30–59)
4836-WNFNO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),72,25.0,6126,4,No,Middle Age (30–59)
9225-BZLNZ,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,72,85.25,6275,3,No,Middle Age (30–59)
0354-VXMJC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23,19.6,4617,5,No,Middle Age (30–59)
4422-QVIJA,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,35,50.15,5879,3,No,Middle Age (30–59)
9365-SRSZE,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27,70.55,2534,3,No,Senior (≥ 60)
6839-ITVZJ,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,26,60.05,2039,2,Yes,Middle Age (30–59)
8332-OSJDW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,12,26.4,3277,4,No,Middle Age (30–59)
4735-BJKOU,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40,20.15,3915,5,No,Middle Age (30–59)
0274-JKUJR,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,7,58.85,3332,3,No,Under 30
5740-YHGTW,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70,97.55,4551,4,No,Middle Age (30–59)
8917-SZTTJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),60,19.65,6315,5,No,Middle Age (30–59)
1696-MZVAU,Yes,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),39,25.25,4259,3,No,Under 30
7359-WWYJV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,114.45,6274,4,No,Middle Age (30–59)
0375-HVGXO,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,34.7,4476,3,Yes,Middle Age (30–59)
4906-ZHGPK,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,54,70.7,5276,3,No,Middle Age (30–59)
8593-WHYHV,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3,85.3,4934,1,Yes,Middle Age (30–59)
3795-GWTRD,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),63,75.55,4626,4,No,Middle Age (30–59)
1298-PHBTI,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,71,84.8,5952,3,No,Middle Age (30–59)
6223-DHJGV,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,42,20.65,5956,4,No,Middle Age (30–59)
6961-MJKBO,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),47,20.45,4342,4,No,Under 30
6097-EQISJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),66,102.45,4688,1,Yes,Middle Age (30–59)
4423-YLHDV,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21,104.4,5570,1,Yes,Under 30
8158-WPEZG,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,11,35.65,4986,4,No,Under 30
0107-YHINA,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,99.75,4214,1,Yes,Middle Age (30–59)
4918-FYJNT,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,55,90.45,5140,4,No,Senior (≥ 60)
0727-BNRLG,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69,97.65,5709,3,No,Middle Age (30–59)
4854-CIDCF,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,3,73.85,2868,4,No,Senior (≥ 60)
8640-SDGKB,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,74.4,3633,2,Yes,Middle Age (30–59)
3280-MRDOF,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),30,69.1,3415,3,No,Senior (≥ 60)
6435-SRWBJ,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,5,82.75,5269,4,No,Under 30
9964-WBQDJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),71,24.4,4412,5,No,Under 30
6303-KFWSL,No,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,29,55.25,5481,4,No,Under 30
1702-CCFNJ,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52,61.35,4729,3,No,Middle Age (30–59)
8932-CZHRQ,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),68,76.75,5395,4,No,Middle Age (30–59)
0386-CWRGM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,46,19.4,2320,4,No,Middle Age (30–59)
5515-RUGKN,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),8,54.75,5317,5,No,Middle Age (30–59)
0404-AHASP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),72,19.7,6436,3,No,Under 30
7279-NMVJC,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),17,19.9,2093,4,No,Middle Age (30–59)
2081-VEYEH,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3,107.95,5653,3,No,Middle Age (30–59)
6407-UTSLV,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2,83.8,2885,3,No,Senior (≥ 60)
4116-TZAQJ,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),9,74.25,5393,1,Yes,Under 30
9060-HJJRW,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),51,56.4,4380,4,No,Middle Age (30–59)
2587-YNLES,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,6,20.1,5874,4,No,Middle Age (30–59)
7398-SKNQZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,3,94.9,2330,5,No,Middle Age (30–59)
5935-FCCNB,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,17,94.2,4425,4,No,Senior (≥ 60)
1958-RNRKS,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,30,49.9,3712,4,No,Middle Age (30–59)
5136-RGMZO,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,31,71.05,4443,4,No,Middle Age (30–59)
