Customer ID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,AgeGroup
7054-LGEQW,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,45.95,4888,2,Under 30
0923-PNFUB,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,3,83.75,4852,2,Middle Age (30–59)
3494-JCHRQ,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.05,2699,2,Middle Age (30–59)
6474-FVJLC,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2,86.0,4546,2,Middle Age (30–59)
8840-DQLGN,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35,100.5,4745,1,Senior (≥ 60)
4547-LYTDD,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,16,72.65,2850,1,Middle Age (30–59)
6770-XUAGN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1,21.0,3753,2,Middle Age (30–59)
4193-ORFCL,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,45.1,2740,1,Senior (≥ 60)
1636-NTNCO,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4,50.95,2104,3,Senior (≥ 60)
6689-TCZHQ,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,5,78.95,4054,3,Senior (≥ 60)
3318-NMQXL,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,92.0,4345,3,Middle Age (30–59)
4720-VSTSI,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44,84.8,3997,2,Middle Age (30–59)
3946-MHCZW,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,1,50.9,5111,1,Middle Age (30–59)
6651-AZVTJ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49,99.8,6088,1,Under 30
4566-GOLUK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47,107.35,3620,2,Middle Age (30–59)
4587-NUKOX,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3,79.1,5339,1,Middle Age (30–59)
0420-BWTPW,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,8,25.5,5578,2,Middle Age (30–59)
8183-ONMXC,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2,80.75,2176,3,Middle Age (30–59)
5054-IEXZT,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.35,5284,3,Middle Age (30–59)
5834-ASPWA,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.45,5518,3,Middle Age (30–59)
3948-XHGNA,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24,49.55,5005,1,Middle Age (30–59)
0565-IYCGT,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69,78.6,6230,1,Middle Age (30–59)
5445-UTODQ,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,7,81.1,3238,2,Middle Age (30–59)
1024-VRZHF,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,74.95,2044,1,Middle Age (30–59)
9497-QCMMS,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,93.55,5536,1,Senior (≥ 60)
1960-UYCNN,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,10,95.25,4810,3,Middle Age (30–59)
0348-SDKOL,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58,102.1,4415,2,Middle Age (30–59)
4373-MAVJG,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),14,90.9,5148,2,Middle Age (30–59)
8901-HJXTF,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,12,29.2,3747,1,Middle Age (30–59)
5419-KLXBN,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25,89.15,5853,2,Middle Age (30–59)
3424-NMNBO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,58,108.85,4739,1,Senior (≥ 60)
4514-GFCFI,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,16,84.75,5136,2,Senior (≥ 60)
9828-AOQLM,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,45.7,3187,1,Middle Age (30–59)
8000-REIQB,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.95,3208,2,Senior (≥ 60)
3858-VOBET,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23,74.95,5897,3,Middle Age (30–59)
1447-PJGGA,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,57,95.25,5789,1,Middle Age (30–59)
8565-CLBZW,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,24,89.85,2050,3,Under 30
0224-HJAPT,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,5,47.15,2857,2,Under 30
8086-OVPWV,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2,80.2,2384,1,Middle Age (30–59)
9430-FRQOC,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,4,87.1,5587,2,Middle Age (30–59)
3074-GQWYX,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5,75.9,3520,2,Middle Age (30–59)
6845-RGTYS,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,47,98.75,4622,1,Under 30
8861-HGGKB,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,10,86.45,5699,2,Middle Age (30–59)
7065-YUNRY,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,45.3,3049,1,Under 30
7694-VLBWQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,67,104.1,4857,2,Middle Age (30–59)
4795-KTRTH,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5,81.0,4287,1,Senior (≥ 60)
6481-OGDOO,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),67,90.6,4394,1,Middle Age (30–59)
3753-TSEMP,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,15,88.15,2524,1,Under 30
8305-VHZBZ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,20.2,4325,1,Middle Age (30–59)
9172-JITSM,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,26,90.8,2641,1,Middle Age (30–59)
6298-QDFNH,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,22,79.35,4718,1,Middle Age (30–59)
9961-JBNMK,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21,96.8,4317,1,Senior (≥ 60)
6173-ITPWD,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47,83.35,2516,1,Under 30
9734-UYXQI,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,49.4,5115,1,Under 30
2189-UXTKY,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,22,79.2,3410,1,Under 30
4958-GZWIY,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,7,48.7,2984,2,Middle Age (30–59)
6356-ELRKD,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,95.6,4091,2,Under 30
8624-GIOUT,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49,59.75,6006,1,Middle Age (30–59)
6179-GJPSO,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43,108.15,2833,1,Senior (≥ 60)
7901-TBKJX,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56,101.05,5514,3,Senior (≥ 60)
3177-LASXD,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,71.35,2619,3,Middle Age (30–59)
1084-UQCHV,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,69.75,2901,2,Middle Age (30–59)
8290-YWKHZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,32,93.2,5247,3,Senior (≥ 60)
2955-BJZHG,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,17,80.85,5174,1,Middle Age (30–59)
3806-DXQOM,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,4,33.65,2563,2,Middle Age (30–59)
9300-RENDD,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,79.95,4815,3,Middle Age (30–59)
0761-AETCS,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1,19.3,3236,2,Middle Age (30–59)
2153-MREFK,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,37,99.2,3599,1,Middle Age (30–59)
7206-PQBBZ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,70.2,2848,3,Senior (≥ 60)
3106-ULWFW,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),8,85.2,2887,1,Middle Age (30–59)
0925-VYDLG,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,3,75.25,5898,3,Middle Age (30–59)
4349-GFQHK,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1,54.35,4212,3,Middle Age (30–59)
7802-EFKNY,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5,24.95,5865,1,Middle Age (30–59)
8035-BUYVG,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,40,42.35,5422,1,Middle Age (30–59)
9787-XVQIU,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.3,3596,3,Middle Age (30–59)
8051-HJRLT,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.55,2146,3,Senior (≥ 60)
3023-GFLBR,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),33,86.15,3336,2,Middle Age (30–59)
1391-UBDAR,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,11,72.9,3042,3,Under 30
0524-IAVZO,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,30,85.0,3698,2,Under 30
2737-YNGYW,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2,80.55,2856,3,Under 30
5159-YFPKQ,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,2,75.8,5270,1,Middle Age (30–59)
4021-RQSNY,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,29,98.5,5137,3,Senior (≥ 60)
9061-TIHDA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,13,95.25,2982,1,Senior (≥ 60)
8699-ASUFO,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,74.4,4969,3,Senior (≥ 60)
7927-AUXBZ,No,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,30,85.15,4417,2,Middle Age (30–59)
4695-WJZUE,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2,88.55,3685,1,Senior (≥ 60)
7619-ODSGN,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,24,54.75,5699,1,Middle Age (30–59)
3988-RQIXO,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,91.3,2371,3,Senior (≥ 60)
2514-GINMM,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,79.5,4490,2,Middle Age (30–59)
5931-FLJJF,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,70.1,3669,2,Senior (≥ 60)
3207-OYBWH,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57,95.25,6259,2,Senior (≥ 60)
4285-GYRQC,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,7,86.25,3344,2,Middle Age (30–59)
7216-EWTRS,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,100.8,3128,1,Senior (≥ 60)
8337-MSSXB,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,14,86.3,3677,2,Middle Age (30–59)
8182-BJDSI,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,28,89.95,2468,1,Middle Age (30–59)
2528-HFYZX,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,17,76.45,3266,1,Senior (≥ 60)
2482-CZGBB,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,10,70.0,3156,1,Middle Age (30–59)
0866-QLSIR,No,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,34,64.4,5189,2,Middle Age (30–59)
7181-BQYBV,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,102.45,4811,1,Middle Age (30–59)
4529-CKBCL,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2,80.2,4381,2,Middle Age (30–59)
2506-CLAKW,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),6,98.15,3578,1,Under 30
1583-IHQZE,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,12,112.95,3965,2,Middle Age (30–59)
0151-ONTOV,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,70.9,4739,1,Middle Age (30–59)
4140-MUHUG,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,3,86.85,3561,2,Senior (≥ 60)
0320-JDNQG,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,23,99.85,3425,1,Under 30
7180-PISOG,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,74.5,5554,3,Middle Age (30–59)
3571-RFHAR,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65,109.15,6001,2,Middle Age (30–59)
9578-VRMNM,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),16,65.2,4722,1,Middle Age (30–59)
1587-FKLZB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66,99.5,4479,1,Senior (≥ 60)
6140-QNRQQ,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,71.55,5739,1,Middle Age (30–59)
4307-KTUMW,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,53,93.9,5543,1,Under 30
7470-MCQTK,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),13,48.75,2655,2,Middle Age (30–59)
7488-MXJIV,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4,85.65,3223,1,Middle Age (30–59)
2027-FECZV,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,12,106.7,2406,2,Middle Age (30–59)
2672-DZUOY,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,25.15,5386,1,Middle Age (30–59)
3870-MQAMG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,54,110.35,6189,1,Under 30
4800-CZMPC,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),48,103.25,4736,1,Under 30
4813-HQMGZ,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,8,90.25,4969,3,Middle Age (30–59)
7377-DMMRI,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,47.8,4134,1,Middle Age (30–59)
8949-JTMAY,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),29,98.6,5144,1,Middle Age (30–59)
2774-LVQUS,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,15,83.05,2596,3,Senior (≥ 60)
3211-ILJTT,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),17,70.4,4469,1,Middle Age (30–59)
4094-NSEDU,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,21,94.25,4819,2,Senior (≥ 60)
5103-MHMHY,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,45.95,4563,1,Middle Age (30–59)
1846-XWOQN,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.15,2825,2,Senior (≥ 60)
0235-KGSLC,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1,85.55,3967,2,Middle Age (30–59)
3757-NJYBX,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),32,106.35,4113,2,Senior (≥ 60)
6734-GMPVK,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,5,105.3,4024,3,Middle Age (30–59)
7318-EIVKO,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,8,59.25,3003,3,Middle Age (30–59)
5136-KCKGI,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,33,103.7,4461,2,Under 30
6486-LHTMA,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,31,90.7,2364,3,Senior (≥ 60)
3722-WPXTK,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,88.35,4254,1,Under 30
2929-ERCFZ,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,8,94.2,2939,1,Under 30
7548-SEPYI,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5,96.25,5056,2,Middle Age (30–59)
8835-VSDSE,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,70.7,4559,2,Under 30
1623-NLDOT,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,42,33.55,2044,2,Middle Age (30–59)
9898-KZQDZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40,94.55,5676,1,Senior (≥ 60)
8982-NHAVY,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),27,100.5,5939,3,Under 30
9603-OAIHC,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.05,2469,3,Senior (≥ 60)
5236-PERKL,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57,112.95,4738,1,Middle Age (30–59)
7854-FOKSF,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1,35.9,4747,1,Middle Age (30–59)
2519-FAKOD,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38,99.25,5274,1,Middle Age (30–59)
8263-JQAIK,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2,24.45,5573,3,Senior (≥ 60)
7089-IVVAZ,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),8,103.35,2363,1,Under 30
2205-YMZZJ,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,7,84.8,2015,3,Senior (≥ 60)
1254-IZEYF,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,31,99.95,5362,3,Senior (≥ 60)
9492-TOKRI,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),18,90.0,2708,1,Middle Age (30–59)
1475-VWVDO,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,7,74.9,5335,3,Middle Age (30–59)
9221-OTIVJ,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,14,104.85,2292,1,Senior (≥ 60)
3325-FUYCG,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,28,106.1,3770,1,Middle Age (30–59)
5908-QMGOE,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),15,74.2,4553,1,Senior (≥ 60)
1197-BVMVG,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,74.45,4093,3,Senior (≥ 60)
2609-IAICY,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,77.15,2756,3,Middle Age (30–59)
1740-CSDJP,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1,35.25,2548,2,Middle Age (30–59)
2636-OHFMN,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,48.55,3955,2,Under 30
1323-OOEPC,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53,98.4,6481,2,Middle Age (30–59)
0397-GZBBC,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59,93.85,5390,2,Senior (≥ 60)
7641-EUYET,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,46,100.7,5712,1,Senior (≥ 60)
9921-ZVRHG,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,14,80.45,4155,1,Middle Age (30–59)
9206-GVPEQ,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,13,54.45,5212,1,Under 30
8433-WXGNA,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,75.7,4676,1,Middle Age (30–59)
3707-GNWHM,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,74.25,4750,1,Under 30
8922-LIEGH,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,25,89.7,4078,3,Senior (≥ 60)
8245-UMPYT,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,16,96.4,2688,3,Senior (≥ 60)
5186-SAMNZ,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,69.5,3273,2,Senior (≥ 60)
0447-RXSGD,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24,99.65,5207,3,Middle Age (30–59)
5373-SFODM,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),36,85.25,3041,2,Senior (≥ 60)
5766-ZJYBB,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,19.4,4152,2,Middle Age (30–59)
8931-GJJIQ,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,9,83.3,3520,2,Middle Age (30–59)
4277-PVRAN,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),8,80.1,5071,1,Middle Age (30–59)
0022-TCJCI,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45,62.7,2654,1,Senior (≥ 60)
0722-SVSFK,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,7,100.4,5041,3,Middle Age (30–59)
0952-KMEEH,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,13,98.15,5525,1,Middle Age (30–59)
9796-BPKIW,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),8,69.95,2939,3,Senior (≥ 60)
8178-EYZUO,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,46,93.7,3378,1,Middle Age (30–59)
5130-IEKQT,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,25,105.95,4283,2,Senior (≥ 60)
3230-WYKIR,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),18,82.0,3306,1,Middle Age (30–59)
0407-BDJKB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60,95.75,4129,2,Middle Age (30–59)
3269-ATYWD,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39,95.65,4892,1,Senior (≥ 60)
4910-GMJOT,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,94.6,4033,1,Middle Age (30–59)
0354-WYROK,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,31,98.9,4050,2,Senior (≥ 60)
7145-FEJWU,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,12,105.3,5913,3,Middle Age (30–59)
7576-OYWBN,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,76.05,2930,1,Senior (≥ 60)
